index,Job_Title,Rating,Company_Name,Year_Founded,Type_of_Ownership,Industry,Sector,Competitors,Revenue_USD_Low,Revenue_USD_High,Number_of_Employees_Low,Number_of_Employees_High,Headquarters_City,Headquarters_State/Country,Location_City,Location_State,Salary_Range_Low_Thousands_of_USD,Salary_Range_High_Thousands_of_USD,Excel_Skills,Python_Skills,Cloud_System_Skills,SQL_Skills,Tableau_Power_BI_Skills,ML_Skills,PhD,Skills_Sum
529,Data Scientist - Image and Video Analytics,4.9,The Mom Project,2016,Company - Private,Staffing & Outsourcing,Business Services,,,,1,50,Chicago,IL,Longmont,CO,66,112,0,1,1,0,1,1,1,5
530,Data Scientist,3.6,Powertek,2001,Company - Private,IT Services,Information Technology,,25,50_000_000,51,200,Rockville,MD,Washington,DC,66,112,0,0,0,0,0,1,0,1
531,Data Scientist,5.0,JCD Staffing,,Company - Private,,,,,,1,50,Germantown,MD,Washington,DC,66,112,1,1,0,1,0,1,0,4
532,Data Scientist,3.1,Bayside Solutions,2001,Company - Private,Staffing & Outsourcing,Business Services,,1,5_000_000,1,50,Pleasanton,CA,Sunnyvale,CA,66,112,1,1,0,1,0,1,0,4
533,Senior Data Engineer,3.9,Thumbtack,2009,Company - Private,Internet,Information Technology,,,,501,1000,San Francisco,CA,San Francisco,CA,66,112,1,1,1,0,1,1,0,5
534,Data Scientist,3.4,"MILVETS Systems Technology, Inc.",1986,Company - Private,IT Services,Information Technology,,25,50_000_000,51,200,Orlando,FL,Patuxent,MD,66,112,1,0,0,0,0,1,0,2
535,Machine Learning Scientist / Engineer,4.1,Apple,1976,Company - Public,Computer Hardware & Software,Information Technology,"Google, Microsoft, Samsung Electronics",10_000_000_000,,10000,,Cupertino,CA,Santa Clara,CA,66,112,0,0,0,0,0,1,1,2
536,Data Scientist,4.1,Kforce,1966,Company - Public,Staffing & Outsourcing,Business Services,,1,2_000_000_000,10000+,10000+,Tampa,FL,Fairfax,VA,66,112,0,0,0,0,0,1,0,1
537,Sr. Data Scientist,3.5,Evolve Vacation Rental,2011,Company - Private,Travel Agencies,Travel & Tourism,,,,201,500,Denver,CO,Denver,CO,66,112,0,1,0,1,0,1,1,4
538,"Intelligence Data Analyst, Senior",4.3,The Buffalo Group,2010,Company - Private,IT Services,Information Technology,"ManTech, Booz Allen Hamilton, Leidos",100,500_000_000,501,1000,Reston,VA,Fort Belvoir,VA,66,112,0,1,0,0,0,1,0,2
539,Data Science Analyst,4.4,OppLoans,2012,Company - Private,Lending,Finance,,100,500_000_000,201,500,Chicago,IL,Chicago,IL,66,112,0,1,0,1,0,1,0,3
540,Data Scientist,3.8,AgreeYa Solutions,1999,Company - Private,IT Services,Information Technology,,50,100_000_000,1001,5000,Folsom,CA,Thousand Oaks,CA,66,112,1,1,0,1,0,1,0,4
541,Data Scientist,3.7,Carolina Power & Light Co,,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities","South Carolina Electric & Gas, Virginia Electric and Power",,,5001,10000,Raleigh,NC,Mclean,VA,66,112,1,1,0,1,0,1,0,4
542,COMPUTER SCIENTIST - ENGINEER - RESEARCH COMPUTER SCIENTIST - TRANSPORTATION TECHNOLOGY,3.9,Southwest Research Institute,1947,Nonprofit Organization,Research & Development,Business Services,"Los Alamos National Laboratory, Battelle, SRI International",500_000_000,1_000_000_000,1001,5000,San Antonio,TX,San Antonio,TX,66,112,1,1,0,1,0,1,0,4
543,Data Scientist,3.9,Brillient,2006,Company - Private,IT Services,Information Technology,,25,50_000_000,501,1000,Reston,VA,Silver Spring,MD,66,112,1,1,0,0,0,1,0,3
544,Data Modeler (Analytical Systems),3.7,MassMutual,,Company - Private,Insurance Carriers,Insurance,,10_000_000_000,,10000,,Springfield,MA,Boston,MA,66,112,1,0,0,1,0,1,0,3
545,Data Scientist,2.9,Xator Corporation,,Self-employed,IT Services,Information Technology,,25,50_000_000,501,1000,Reston,VA,Washington,DC,66,112,0,0,0,0,0,1,0,1
546,Data Scientist,4.6,HAN IT Staffing Inc.,2012,Company - Private,IT Services,Information Technology,,,,51,200,Totowa,NJ,New York,NY,66,112,1,1,0,1,0,1,0,4
547,Data Scientist,3.4,Infinitive Inc,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,,10,25_000_000,201,500,Cedar Rapids,IA,Mclean,VA,66,112,1,1,1,1,1,1,0,6
548,"Data Engineer (Analytics, SQL, Python, AWS)",4.0,Travelers,,Company - Public,Insurance Carriers,Insurance,,10_000_000_000,,10000,,Hartford,CT,Hartford,CT,66,112,0,1,1,1,1,1,0,5
549,Data Scientist 3 (718),3.3,Amyris,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,100,500_000_000,201,500,Emeryville,CA,Emeryville,CA,128,201,0,1,1,0,1,1,0,4
550,Data Scientist,4.3,Lightspeed Systems,1999,Company - Private,Computer Hardware & Software,Information Technology,,25,50_000_000,51,200,Austin,TX,Austin,TX,128,201,0,1,1,1,1,1,0,5
551,Senior Data Scientist,3.9,Thumbtack,2009,Company - Private,Internet,Information Technology,,,,501,1000,San Francisco,CA,San Francisco,CA,128,201,1,1,0,0,0,1,0,3
552,Senior Data Analyst - Finance & Platform Analytics,3.6,Twitch,2011,Subsidiary or Business Segment,Internet,Information Technology,,,,1001,5000,San Francisco,CA,San Francisco,CA,128,201,0,1,0,1,0,1,0,3
553,Software Engineer - Machine Learning & Data Science (Applied Intelligence Services Team),4.7,New Relic,2008,Company - Public,Computer Hardware & Software,Information Technology,"AppDynamics, Datadog, Dynatrace",100,500_000_000,1001,5000,San Francisco,CA,Portland,OR,128,201,0,1,0,0,0,1,0,2
554,IT Partner Digital Health Technology and Data Science,3.6,Biogen,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,10_000_000_000,,10000,,Cambridge,MA,Cambridge,MA,128,201,1,0,0,0,0,1,0,2
555,Data Scientist,,HireAi,,,,,,,,,,,,San Francisco,CA,128,201,1,1,0,1,0,1,0,4
556,"Senior Machine Learning Scientist - Bay Area, CA",3.3,Tempus Labs,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,501,1000,Chicago,IL,Redwood City,CA,128,201,0,1,1,1,1,1,1,6
557,Data Scientist,3.3,ICW Group,1972,Company - Private,Insurance Carriers,Insurance,"Liberty Mutual Insurance, EMPLOYERS, Travelers",500_000_000,1_000_000_000,501,1000,San Diego,CA,San Diego,CA,128,201,0,1,0,1,0,1,0,3
558,Clinical Data Analyst,3.8,NYSTEC,1996,Nonprofit Organization,Consulting,Business Services,"KPMG, Accenture, Deloitte",25,50_000_000,51,200,Rome,NY,New York,NY,128,201,0,1,0,1,0,1,0,3
559,Data Scientist,4.5,E3 Federal Solutions,2004,Company - Private,Consulting,Business Services,,,,501,1000,Mclean,VA,Chantilly,VA,128,201,0,0,0,0,0,1,0,1
560,Data Engineer,4.5,Kingfisher Systems,2005,Company - Private,Federal Agencies,Government,,25,50_000_000,51,200,Falls Church,VA,Falls Church,VA,128,201,0,1,0,1,0,0,0,2
561,Data Scientist Technical Specialist,3.4,Peraton,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,,1,2_000_000_000,1001,5000,Herndon,VA,Chantilly,VA,128,201,0,1,0,1,0,1,0,3
562,Senior Data Scientist,3.1,Group O,1974,Company - Private,Staffing & Outsourcing,Business Services,,500_000_000,1_000_000_000,1001,5000,Milan,IL,Chicago,IL,128,201,0,1,0,0,0,1,1,3
563,Data Science Manager,4.0,Autodesk,1982,Company - Public,Computer Hardware & Software,Information Technology,,2,5_000_000_000,5001,10000,San Rafael,CA,San Francisco,CA,128,201,1,1,0,1,0,1,1,5
564,Computer Vision / Deep Learning Scientist,3.3,Tempus Labs,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,501,1000,Chicago,IL,Chicago,IL,128,201,0,0,1,0,1,1,1,4
565,Big Data Engineer,4.1,CaptiveAire,1976,Company - Private,Industrial Manufacturing,Manufacturing,,100,500_000_000,1001,5000,Raleigh,NC,Raleigh,NC,128,201,0,1,0,1,0,1,0,3
566,Data Architect,4.2,LSQ,1996,Company - Private,Investment Banking & Asset Management,Finance,,100,500_000_000,51,200,Orlando,FL,Orlando,FL,128,201,0,1,1,1,1,1,0,5
567,Machine Learning Engineer,3.9,Temboo,,Company - Private,IT Services,Information Technology,,,,1,50,New York,NY,New York,NY,128,201,0,0,0,1,0,1,0,2
568,Data Scientist,,Kibo,,Company - Public,,,,,,,,Marbella,Spain,Philadelphia,PA,128,201,0,1,0,0,0,1,0,2
569,Aviation AI/ML Data Scientist,3.3,MITRE,1958,Nonprofit Organization,Federal Agencies,Government,"Battelle, General Atomics, SAIC",1,2_000_000_000,5001,10000,Bedford,MA,Mclean,VA,128,201,1,1,0,0,0,1,0,3
570,Data Scientist,3.9,Mars,,Company - Private,Food & Beverage Manufacturing,Manufacturing,,10_000_000_000,,10000,,Mc Lean,VA,United States,,138,158,0,1,1,0,1,1,0,4
571,Data Scientist / Applied Mathematician,4.5,"Fullpower Technologies, Inc.",2003,Company - Private,Computer Hardware & Software,Information Technology,,10,25_000_000,51,200,Santa Cruz,CA,Santa Cruz,CA,138,158,0,1,1,1,1,1,0,5
572,"Machine Learning Engineer, Sr.",4.2,AeroVironment,1971,Company - Public,Aerospace & Defense,Aerospace & Defense,"General Atomics, Boeing, Northrop Grumman",100,500_000_000,501,1000,Simi Valley,CA,Simi Valley,CA,138,158,1,1,1,0,1,1,0,5
573,Data Scientist (TS/SCI w/ Poly),3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Herndon,VA,138,158,0,1,0,0,0,1,0,2
574,Weapons and Sensors Engineer/Scientist,4.0,Dynetics,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,,100,500_000_000,1001,5000,Huntsville,AL,Huntsville,AL,138,158,0,1,0,0,0,1,0,2
575,Applied Computer Scientist,4.5,Systems & Technology Research,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,,100,500_000_000,201,500,Woburn,MA,Woburn,MA,138,158,0,0,0,0,0,1,1,2
576,Senior Data Analyst,4.5,Novetta,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,"Leidos, CACI International, Booz Allen Hamilton",100,500_000_000,501,1000,Mc Lean,VA,Herndon,VA,138,158,1,1,0,1,0,1,0,4
577,Information Systems Engineering Specialist (Engineering Scientist),3.8,Applied Research Laboratories,,College / University,Colleges & Universities,Education,,,,501,1000,Austin,TX,Austin,TX,138,158,0,1,1,0,1,1,0,4
578,Cloud Data Engineer (Azure),3.9,Navy Federal Credit Union,,Other Organization,Banks & Credit Unions,Finance,,,,10000+,10000+,Vienna,VA,Merrifield,VA,138,158,0,0,0,1,0,1,0,2
579,Scientist/Research Associate-Metabolic Engineering,2.0,Conagen,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,51,200,Bedford,MA,New Bedford,MA,138,158,0,0,0,0,0,1,0,1
580,"Vice President, Biometrics and Clinical Data Management",4.8,Alector,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,,,,51,200,South San Francisco,CA,South San Francisco,CA,138,158,1,0,1,0,1,1,1,5
581,Enterprise Data Analyst (Enterprise Portfolio Management Office),3.9,Navy Federal Credit Union,,Other Organization,Banks & Credit Unions,Finance,,,,10000+,10000+,Vienna,VA,Merrifield,VA,138,158,0,0,0,1,0,1,0,2
582,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.3,Reynolds American,,Company - Private,Consumer Products Manufacturing,Manufacturing,,10_000_000_000,,10000,,Winston-Salem,NC,Winston-Salem,NC,138,158,1,0,0,0,0,1,1,3
583,Lead Data Scientist â Network Analysis and Control,3.3,MITRE,1958,Nonprofit Organization,Federal Agencies,Government,"Battelle, General Atomics, SAIC",1,2_000_000_000,5001,10000,Bedford,MA,Bedford,MA,138,158,1,1,1,1,1,1,0,6
584,Senior Machine Learning Engineer,5.0,LifeOmic,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,,51,200,Indianapolis,IN,Raleigh,NC,138,158,0,0,1,0,1,1,0,3
585,"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",4.4,"Homology Medicines, Inc.",,Company - Public,,,,,,51,200,Bedford,MA,New Bedford,MA,138,158,0,0,0,0,0,1,0,1
586,Data Engineer,3.4,Spectrum Communications and Consulting,1992,Company - Private,Advertising & Marketing,Business Services,,10,25_000_000,51,200,Chicago,IL,Chicago,IL,138,158,0,1,0,1,0,1,0,3
587,Developer III - Data Science,3.3,Inland Empire Health Plan,1996,Company - Public,Health Care Services & Hospitals,Health Care,,1,2_000_000_000,1001,5000,Rancho Cucamonga,CA,Rancho Cucamonga,CA,138,158,1,0,0,1,0,1,0,3
588,Senior Data Engineer,2.9,Affinity Solutions,1998,Company - Private,Advertising & Marketing,Business Services,"Commerce Signals, Cardlytics, Yodlee",,,51,200,New York,NY,New York,NY,138,158,0,1,0,1,0,1,0,3
589,Hydrogen/Tritium Materials Scientist (Experienced),3.8,Sandia National Laboratories,1949,Government,Federal Agencies,Government,"Los Alamos National Laboratory, Lawrence Livermore National Laboratory",2,5_000_000_000,10000+,10000+,Albuquerque,NM,Livermore,CA,138,158,0,0,0,0,0,1,1,2
590,Data Engineer,3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Mclean,VA,138,158,0,1,1,1,1,1,0,5
591,Patient Safety- Associate Data Scientist,4.0,AstraZeneca,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Roche, GlaxoSmithKline, Novartis",10_000_000_000,,10000,,Cambridge,United Kingdom,Gaithersburg,MD,80,132,1,1,0,1,0,1,0,4
592,Senior Data Scientist,4.0,Autodesk,1982,Company - Public,Computer Hardware & Software,Information Technology,,2,5_000_000_000,5001,10000,San Rafael,CA,San Francisco,CA,80,132,0,1,0,1,0,1,1,4
593,Data Scientist,3.4,USI,1998,Company - Private,Construction,"Construction, Repair & Maintenance",,100,500_000_000,1001,5000,Saint Paul,MN,Southfield,MI,80,132,1,1,0,1,0,1,0,4
594,Data Scientist,3.9,GSK,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Pfizer, AstraZeneca, Merck",10_000_000_000,,10000,,Brentford,United Kingdom,Collegeville,PA,80,132,0,1,1,1,1,1,0,5
595,Data Scientist,3.8,CIA,1947,Government,Federal Agencies,Government,,,,,,Langley,VA,Washington,DC,80,132,0,0,0,0,0,1,0,1
596,Data Scientist,4.5,Maven Wave Partners,2008,Company - Private,Consulting,Business Services,,50,100_000_000,201,500,Chicago,IL,Chicago,IL,80,132,1,1,1,1,1,1,0,6
597,Data Scientist,4.3,Ovative Group,2009,Company - Private,Advertising & Marketing,Business Services,,10,25_000_000,51,200,Minneapolis,MN,Minneapolis,MN,80,132,0,1,0,0,0,1,0,2
598,Data Scientist,3.6,Kognetics,,Company - Private,,,,,,1,50,New York,NY,Gahanna,OH,80,132,1,1,0,1,0,1,1,5
599,Data Scientist,2.9,Envision Healthcare,2005,Company - Private,Health Care Services & Hospitals,Health Care,,,,10000+,10000+,Nashville,TN,Nashville,TN,80,132,1,1,1,1,1,1,0,6
600,Data Scientist,2.9,"Pragmatics, Inc.",1985,Company - Private,IT Services,Information Technology,,100,500_000_000,201,500,Reston,VA,United States,,80,132,0,1,1,0,1,1,0,4
601,Data Scientist,3.2,ConsumerTrack,2004,Company - Private,Internet,Information Technology,,25,50_000_000,51,200,Los Angeles,CA,California,California,80,132,1,1,0,1,0,1,1,5
602,Decision Scientist,4.5,Johns Hopkins University Applied Physics Laboratory,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",1,2_000_000_000,5001,10000,Laurel,MD,Laurel,MD,80,132,1,0,0,0,0,1,1,3
603,Data Scientist - TS/SCI FSP or CI Required,5.0,Phoenix Operations Group,2011,Company - Private,IT Services,Information Technology,,1,5_000_000,1,50,Woodbine,MD,Annapolis Junction,MD,80,132,0,1,0,0,0,1,0,2
604,Data Scientist,3.5,Crossover Health,2010,Company - Private,Health Care Services & Hospitals,Health Care,,1,5_000_000,1,50,Aliso Viejo,CA,San Clemente,CA,80,132,1,1,0,0,0,1,0,3
605,Data Scientist,4.0,Lorven Technologies Inc,,Company - Private,Accounting,Accounting & Legal,,1,1_000_000,1,50,Plainsboro,NJ,New York,NY,80,132,0,1,0,1,0,1,0,3
606,Data Scientist,4.4,Meridian Knowledge Solutions,1997,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,,100,500_000_000,51,200,Reston,VA,Washington,DC,80,132,1,0,0,0,0,1,0,2
607,Data Scientist,4.2,UST Global,1999,Company - Private,IT Services,Information Technology,"Cognizant Technology Solutions, Infosys, Wipro",1,2_000_000_000,10000+,10000+,Aliso Viejo,CA,Atlanta,GA,80,132,1,1,1,1,1,1,0,6
608,Data Scientist,3.2,IMG Systems,,Company - Private,Consulting,Business Services,,1,5_000_000,1,50,Plano,TX,Plano,TX,80,132,0,1,0,0,0,1,0,2
609,Data Scientist,3.4,Trident Systems Inc,1985,Company - Private,Aerospace & Defense,Aerospace & Defense,,25,50_000_000,51,200,Fairfax,VA,Fairfax,VA,80,132,0,0,0,0,0,1,0,1
610,Data Scientist,4.7,"Tygart Technology, Inc",,Company - Private,,,,1,5_000_000,1,50,Fairmont,WV,Washington,DC,80,132,1,1,0,1,0,1,0,4
611,(Sr.) Data Scientist -,3.6,Merrick Bank,1997,Company - Private,Banks & Credit Unions,Finance,,,,201,500,South Jordan,UT,Utah,Utah,87,141,1,1,1,1,1,1,0,6
612,Senior Data Scientist,4.2,ManTech,1968,Company - Public,Research & Development,Business Services,,1,2_000_000_000,5001,10000,Herndon,VA,Alexandria,VA,87,141,0,1,0,1,0,1,0,3
613,Data Scientist,,"GrainBridge, LLC",,,,,,,,,,,,Omaha,NE,87,141,1,1,1,1,1,1,1,7
614,Data Scientist,3.2,First Health Group,,Company - Private,Insurance Carriers,Insurance,Humana,10_000_000_000,,10000,,Bethesda,MD,Wellesley,MA,87,141,0,0,0,0,0,1,0,1
615,Data Scientist,,Sprezzatura Management Consulting,,Company - Private,,,,,,,,Mclean,VA,Washington,VA,87,141,1,0,0,0,0,1,0,2
616,Data Scientist,2.8,"Progress Rail, A Caterpillar Company",1983,Subsidiary or Business Segment,Rail,Transportation & Logistics,,2,5_000_000_000,1001,5000,Albertville,AL,Fort Worth,TX,87,141,1,1,1,1,1,1,0,6
617,Data Scientist,4.2,UST Global,1999,Company - Private,IT Services,Information Technology,"Cognizant Technology Solutions, Infosys, Wipro",1,2_000_000_000,10000+,10000+,Aliso Viejo,CA,Atlanta,GA,87,141,1,1,1,1,1,1,0,6
618,Data Scientist,4.5,Axiologic Solutions,2009,Company - Private,Aerospace & Defense,Aerospace & Defense,,,,51,200,Fairfax,VA,Alexandria,VA,87,141,0,0,1,0,1,1,0,3
619,Data Scientist,3.0,Indigo Slate,2006,Company - Private,Consulting,Business Services,,10,25_000_000,51,200,Bellevue,WA,Bellevue,WA,87,141,0,1,0,1,0,1,0,3
620,Data Scientist,3.3,Cubic,1951,Company - Public,Aerospace & Defense,Aerospace & Defense,"Accenture, Northrop Grumman, Xerox",1,2_000_000_000,5001,10000,San Diego,CA,United States,,87,141,1,1,0,1,0,1,0,4
621,Data Scientist,4.0,Advanced Bio-Logic Solutions Corp,,Company - Private,,,,1,1_000_000,1,50,Westlake Village,CA,Thousand Oaks,CA,87,141,0,1,0,1,0,1,0,3
622,Data Engineer,3.5,Alignment Healthcare,2013,Company - Private,Health Care Services & Hospitals,Health Care,,,,501,1000,Orange,CA,Orange,CA,87,141,1,0,1,1,1,1,0,5
623,Data Scientist,3.5,WGSN,1998,Company - Private,Consulting,Business Services,,50,100_000_000,1,50,New York,NY,Baltimore,MD,87,141,1,1,0,1,0,1,1,5
624,Data Scientist,3.6,"ISYS Technologies, Inc.",1990,Company - Private,Computer Hardware & Software,Information Technology,,10,25_000_000,51,200,Littleton,CO,Herndon,VA,87,141,0,1,0,1,0,1,0,3
625,Data Scientist,3.0,TransVoyant,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,,,,51,200,Alexandria,VA,Alexandria,VA,87,141,0,0,0,0,0,1,0,1
626,Data Scientist/Data Analytics Practitioner,4.0,Noblis,1996,Nonprofit Organization,Consulting,Business Services,"Booz Allen Hamilton, SAIC, LMI",100,500_000_000,1001,5000,Reston,VA,Bridgeport,WV,87,141,0,1,0,0,0,1,0,2
627,Data Scientist,4.6,Murray Resources,1988,Company - Private,Staffing & Outsourcing,Business Services,,10,25_000_000,1,50,Houston,TX,The Woodlands,TX,87,141,1,1,0,1,0,1,0,4
628,Data Scientist,4.3,Geotab,2000,Company - Private,Computer Hardware & Software,Information Technology,,100,500_000_000,1001,5000,Oakville,Canada,Oakville,CA,87,141,1,1,1,1,1,1,0,6
629,Data Scientist,4.7,CRS Group,1994,Company - Private,Staffing & Outsourcing,Business Services,,10,25_000_000,51,200,Itasca,IL,Chicago,IL,87,141,0,0,0,0,0,0,0,0
630,Data Scientist,3.7,EGlobalTech,2004,Company - Private,IT Services,Information Technology,,,,201,500,Vienna,VA,Arlington,VA,87,141,1,1,1,0,1,1,0,5
631,"Data Scientist, Kinship - NYC/Portland",3.9,Mars,,Company - Private,Food & Beverage Manufacturing,Manufacturing,,10_000_000_000,,10000,,Mc Lean,VA,New York,NY,92,155,0,1,0,0,0,1,0,2
632,Data Scientist,4.9,Avlino,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,,1,1_000_000,1,50,Holmdel,NJ,New Jersey,New Jersey,92,155,0,1,0,0,0,1,0,2
633,Data Scientist,3.0,"Central Business Solutions, Inc",,Company - Private,Consulting,Business Services,,5,10_000_000,51,200,Fremont,CA,Seattle,WA,92,155,1,1,1,1,1,1,0,6
634,Data Scientist,2.5,KeHE Distributors,1954,Company - Private,Wholesale,Business Services,"United Natural Foods, US Foods, DPI Specialty Foods",,,5001,10000,Naperville,IL,Naperville,IL,92,155,1,1,1,1,1,1,0,6
635,Data Scientist,3.5,Blackstone Talent Group,1998,Company - Private,Consulting,Business Services,,25,50_000_000,51,200,San Francisco,CA,San Francisco,CA,92,155,0,1,1,0,1,1,0,4
636,Data Scientist - TS/SCI Required,5.0,Phoenix Operations Group,2011,Company - Private,IT Services,Information Technology,,1,5_000_000,1,50,Woodbine,MD,Baltimore,MD,92,155,0,1,0,0,0,1,0,2
637,Data Scientist,,Sophinea,,,,,,,,1,50,,,Chantilly,VA,92,155,0,0,0,1,0,1,0,2
638,Senior Data Scientist,3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Herndon,VA,92,155,1,1,0,1,0,1,0,4
639,Data Scientist,3.0,Moxie Software,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,"LivePerson, Salesforce, SAP",,,51,200,San Bruno,CA,Bellevue,WA,92,155,0,1,0,0,0,1,0,2
640,Data Scientist(s)/Machine Learning Engineer,5.0,Blue Horizon Tek Solutions,1987,Company - Private,Staffing & Outsourcing,Business Services,,,,1,50,Coconut Creek,FL,New York,NY,92,155,1,1,0,0,0,1,0,3
641,Data Scientist,4.7,Unicom Technologies INC,,Company - Private,IT Services,Information Technology,,,,51,200,Naperville,IL,Chicago,IL,92,155,1,1,1,1,1,1,0,6
642,Data Engineer,3.3,Americo Life,1992,Company - Private,Insurance Carriers,Insurance,,100,500_000_000,201,500,Kansas City,MO,Kansas City,MO,92,155,1,1,1,1,1,1,0,6
643,Data Scientist,3.3,Tokio Marine HCC,1974,Company - Private,Insurance Carriers,Insurance,"Zurich Insurance, AXA XL, Allianz",,,1001,5000,Houston,TX,Houston,TX,92,155,0,1,0,0,0,1,0,2
644,Data Scientist,3.5,CACI International,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,"CSC, ManTech, SAIC",2,5_000_000_000,10000+,10000+,Arlington,VA,Chantilly,VA,92,155,1,0,0,1,0,1,0,3
645,"AI/ML - Machine Learning Scientist, Siri Understanding",4.1,Apple,1976,Company - Public,Computer Hardware & Software,Information Technology,"Google, Microsoft, Samsung Electronics",10_000_000_000,,10000,,Cupertino,CA,Santa Clara,CA,92,155,0,1,0,0,0,1,0,2
646,Data Scientist,3.5,Maxar Technologies,,Company - Public,Aerospace & Defense,Aerospace & Defense,,2,5_000_000_000,5001,10000,Westminster,CO,Herndon,VA,92,155,0,1,0,1,0,1,0,3
647,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,3.9,Southwest Research Institute,1947,Nonprofit Organization,Research & Development,Business Services,"Los Alamos National Laboratory, Battelle, SRI International",500_000_000,1_000_000_000,1001,5000,San Antonio,TX,Oklahoma City,OK,92,155,1,1,0,0,0,1,0,3
648,Data Scientist,4.7,Compass Consulting Group,2008,Company - Private,Consulting,Business Services,,,,51,200,Danville,CA,Thousand Oaks,CA,92,155,0,1,0,1,0,1,0,3
649,Data Science Software Engineer,4.8,Klaviyo,2012,Company - Private,Computer Hardware & Software,Information Technology,,,,201,500,Boston,MA,Boston,MA,92,155,0,1,0,0,0,1,0,2
650,"Scientist / Group Lead, Cancer Biology",,Monte Rosa Therapeutics,,,,,,,,,,,,Cambridge,MA,92,155,1,0,0,0,0,1,1,3
651,AI Ops Data Scientist,4.0,AstraZeneca,,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"Roche, GlaxoSmithKline, Novartis",10_000_000_000,,10000,,Cambridge,United Kingdom,Gaithersburg,MD,92,155,0,1,1,1,1,1,0,5
652,Senior Data Scientist,3.8,GutCheck,2009,Company - Private,Advertising & Marketing,Business Services,"Nielsen, Zappi, SurveyMonkey",10,25_000_000,51,200,Denver,CO,Denver,CO,105,167,0,0,0,0,0,1,0,1
653,Sr. ML/Data Scientist - AI/NLP/Chatbot,3.8,Juniper Networks,1996,Company - Public,Telecommunications Services,Telecommunications,,2,5_000_000_000,5001,10000,Sunnyvale,CA,Cupertino,CA,105,167,1,1,1,0,1,1,1,6
654,Data Scientist,2.7,Hexagon US Federal,2010,Company - Public,Aerospace & Defense,Aerospace & Defense,,,,51,200,Chantilly,VA,Lexington Park,MD,105,167,1,0,1,0,1,1,0,4
655,Data Scientist,4.0,Comtech Global Inc,,Company - Private,"Health, Beauty, & Fitness",Consumer Services,,5,10_000_000,51,200,Columbus,OH,Washington,DC,105,167,0,1,1,1,1,1,0,5
656,Data Scientist,,Berico Technologies,,,,,,,,,,,,Fort Belvoir,VA,105,167,1,0,1,0,1,1,0,4
657,Data Scientist,,Kehe Food Distributors,,,,,,,,,,,,Naperville,IL,105,167,1,1,1,1,1,1,0,6
658,Data Scientist,3.8,"Aveshka, Inc.",2010,Company - Public,IT Services,Information Technology,,10,25_000_000,51,200,Arlington,VA,Washington,DC,105,167,1,1,0,1,0,1,0,4
659,Data Scientist,3.2,Perspecta,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,,,,10000+,10000+,Chantilly,VA,Adelphi,MD,105,167,0,1,0,0,0,1,0,2
660,Data Scientist,,Pactera Edge,,,,,,,,,,,,Redmond,WA,105,167,0,1,0,1,0,1,1,4
661,Data Scientist,3.6,Qurate Retail Group,,Company - Public,Other Retail Stores,Retail,,,,10000+,10000+,West Chester,PA,West Chester,PA,105,167,1,1,0,1,0,1,1,5
662,Data Scientist,4.4,"SolutionIT, Inc.",,Company - Private,,,,,,51,200,Wilmington,MA,Edison,NJ,105,167,0,0,0,0,0,1,0,1
